4251469409866,9
4251469401495,6
4251469401648,5
4251469401914,9
4251469452619,5
4251469410213,6
4251469414020,5
4251469410558,6
4251469413900,6
4251469414266,6
4251469414389,5
4251469413788,6
4251469414143,5
4251469407718,11
4251469412965,3
4251469405509,4
4251469408173,1
4251469405660,8
4251469405424,8
4251469408081,6
4251469408760,5
4251469408357,6
4251469408579,6
4251469408890,5
4251469407947,2
4251469453920,1
4251469405585,6
4251469407848,1
4251469405349,6
4251469408258,4
4251469405394,12
4251469408647,3
4251469405479,4
4251469408722,6
4251469407909,8
4251469412989,3
4251469405554,10
4251469408036,8
4251469408852,3
4251469452121,15
4251469452282,2
4251469453357,2
4251469405318,9
4251469408302,5
4251469408203,8
4251469405639,7
4251469407817,1
4251469408531,1
4251469453319,1
4251469408326,9
4251469405332,3
4251469452336,1
4251469452176,2
4251469405493,3
4251469405578,2
4251469408043,6
4251469412996,2
4251469408456,3
4251469408661,2
4251469408227,4
4251469408746,10
4251469407688,6
4251469408876,10
4251469412958,3
4251469408067,2
4251469407831,2
4251469405400,2
4251469408739,8
4251469408319,3
4251469408654,2
4251469408029,4
4251469408548,3
4251469405325,2
4251469405486,3
4251469408869,4
4251469405561,1
4251469407824,1
4251469410114,3
4251469413948,3
4251469410770,3
4251469414068,2
4251469414075,1
4251469410459,3
4251469414310,4
4251469405387,3
4251469407725,4
4251469452220,4
4251469405462,2
4251469405622,4
4251469452084,10
4251469452565,4
4251469401150,8
4251469405707,3
4251469452572,3
4251469452473,6
4251469414181,5
4251469413870,3
4251469400856,4
4251469401549,3
4251469413993,3
4251469413955,3
4251469414303,4
4251469413832,4
4251469414235,1
4251469413825,3
4251469414198,4
4251469406285,5
4251469400603,3
4251469406414,4
4251469401242,4
4251469452343,1
4251469409330,3
4251469407497,1
4251469407657,2
4251469400474,3
4251469407190,1
4251469406483,4
4251469400863,23
4251469451186,10
4251469452435,13
4251469452589,14
4251469400764,9
4251469452480,20
4251469452633,8
4251469451193,14
4251469452671,10
4251469452725,10
4251469451902,6
4251469406353,11
4251469451971,2
4251469451896,4
4251469451889,7
4251469451865,4
4251469451933,2
4251469451940,2
4251469451964,1
4251469401624,2
4251469408883,7
4251469408166,5
4251469408340,5
4251469408753,5
4251469413177,5
4251469408234,6
4251469452145,1
4251469408685,3
4251469408562,4
4251469452152,5
4251469404137,3
4251469404441,2
4251469404359,9
4251469404526,10
4251469404601,8
4251469404816,2
4251469404755,20
4251469405820,5
4251469406094,6
4251469405738,6
4251469405301,7
4251469406001,5
4251469405974,4
4251469414228,8
4251469413986,5
4251469413863,4
4251469414341,6
4251469401600,15
4251469401891,11
4251469401730,13
4251469413894,7
4251469414372,4
4251469414136,8
4251469414259,9
4251469414013,4
4251469413771,9
4251469400832,9
4251469400825,5
4251469401235,15
4251469452732,4
4251469401228,19
4251469452466,11
4251469408272,10
4251469452541,12
4251469452459,14
4251469452657,4
4251469452626,4
4251469401839,4
4251469452558,17
4251469401037,7
4251469400931,7
4251469400924,10
4251469452497,20
4251469451995,10
4251469452442,14
4251469401174,15
4251469400870,6
4251469400979,6
4251469401181,8
4251469452503,6
4251469401082,8
4251469400788,7
4251469400986,8
4251469400887,20
4251469452510,10
4251469401099,13
4251469452428,12
4251469401198,14
4251469400993,5
4251469400894,19
4251469407794,1
4251469403994,3
4251469400955,6
4251469401556,5
4251469406902,2
4251469401051,8
4251469407046,1
4251469402324,2
4251469401853,2
4251469403277,1
4251469451735,1
4251469404083,2
4251469402904,2
4251469402782,3
4251469402546,3
4251469406698,2
4251469407138,1
4251469403413,1
4251469401976,1
4251469403574,1
4251469409446,2
4251469403161,2
4251469401686,1
